vin,sellingprice
2c3la53g07h693758,5300.306262748458
19uua66206a074520,7560.543268277513
1ftkr1ad5bpb18089,5244.789015802451
2fmdk3g93dba91122,8365.886526358958
1zvbp8am8c5232855,12719.061211114327
1n4al21e27c196992,5143.28192576195
1g6dm57nx30131142,2074.662115455254
jn1cv6ap8bm509605,18810.984217192803
jtebu5jr0a5006100,24603.168106005563
2g1wt58k081323235,5241.842104712523
1g3gr62hx14102782,1949.7773945581212
5nmsh13e39h239778,9044.110015889137
wdbuf87x18b256065,13078.538550478092
2hnyd2h23ch516761,25363.811166642998
2c4rc1bg2er342884,18932.923525754886
1fahp2f81fg108933,22703.041295525567
jn8af5mr0dt207215,14412.544861265045
1nxae04b2rz163171,358.9935632310262
1zvbp8am3e5299849,17987.80801839054
jn1bz34d28m704785,7005.283255034193
kmhdu46d49u675942,4833.976158310119
2cndl63f166153123,6023.924516374222
3n1cn7ap4dl869232,8410.495941917863
jhmcg6651xc013250,2418.0746936417927
3gtu2vecxeg423490,40928.639052022416
3fa6p0hd1er283129,16846.35250804516
1g1ye2dwxb5110602,24940.02891458543
1gkkrted9bj240239,23943.599709457158
5j6yh18746l012169,5086.880505855035
jn8as5mv6bw680069,15984.349368837886
jtkkupb48d1030328,11359.228000317544
kmhwf35hx3a908832,951.266404399461
4s4brcdcxe3258385,23266.909336836812
1j8gn28k78w170472,10166.198439220962
1c4gp45rx4b577010,2620.8153457759527
knafx4a65e5107181,11221.53833475427
3n1ab6ap6cl677433,8156.9382549919865
1c3cdfba4ed772693,13467.589625015098
1fmcu0hxxdub44636,19908.487565583353
1g1yy36w085128092,29132.22676002665
1g1pc5sb7d7291796,12793.559669901426
4s4brccc0e3267940,25490.80369274036
1hgcm56437a015624,6339.103867699583
3gnal4ek9fs502303,18496.506511021555
1n4aa5ap9bc800510,15817.379248400246
19xfb2f50ce054610,10927.352974938352
jthbk1gg0d2023525,25886.589702881487
2g2wp552071164851,4024.8790628602874
3fadp0l38cr276603,12864.383842868545
1gklrmedxaj180609,11291.983733587329
wmwrf33548tg18589,7305.7670002046825
4t1be46k77u727595,5155.516255376511
1g11c5sa2df332676,11992.788647779988
2fmdk3kc2aba96424,15561.88379189849
1j8gn58k39w534373,9157.95948848022
1g1ye3dw3d5106769,28117.622228176242
jn8az1mw6bw176859,15730.691000539018
5tdyk3dc9es459597,23367.3179701243
5npdh4ae3dh377667,8004.048039672416
3fahp0ha9cr132048,8522.198596641609
1g1pc5sb1e7112427,10823.776234327117
1j8ff47w18d538049,5132.946391865395
1ftrx14w56kc98419,11406.854699144109
1gnds13s862119336,3087.7867326842133
3d4gg57v49t173161,5046.241648128744
2hgej6679vh557620,1475.120790231087
1ftfw1cf1bfa31837,22255.84238659827
3fa6p0k98dr211623,19425.051460474864
1n4az0cpxdc406011,10126.618033793582
1fadp3f28el278700,12099.93468170972
1ftfw1ef1cfa67767,28433.705845892837
jf2gpavcxe8312811,23400.95980970923
2fmdk4jc0dbb06850,14232.0854590511
wbakb8c57cdx20981,27784.905208826258
1fm5k8d80dgc81787,21832.43442769422
1gyukcef3ar149066,24170.40862623774
1g1zc5eb1af216159,7460.896877378339
1hgcg6676ya023113,1662.8958495977859
5npeb4ac1dh612698,9535.206642893798
wba3r1c54fk193134,42346.54946632186
1c6rd7lt8cs198384,23991.512483040973
1n4al2ap1cc206245,10736.764750157243
jn8as5mv0aw142496,11171.687650100359
1g1pc5sbxd7181969,8565.858153261413
yv1cz592351177741,2737.6142900241503
1hgcp2f7xca045682,14329.538624417264
3gyfk66n24g248207,15028.947791114708
1falp51u9va257138,154.65301791845923
jf2sjaec1eh476606,22782.688633805446
1zvbp8em3e5289557,17163.090553686343
trurd38j681024793,13829.409391432688
3n1ab6ap2al657404,5887.328690267147
1c4bjwdg4cl186757,23652.784336465906
3vwdp7aj4cm322149,10705.141129898338
1c3cdfba5dd267731,10675.849025959573
4s4bp62c677309001,9346.267150172665
1ftmf1cw4aka82584,10101.17696628684
1nxbu4ee1az346783,6759.360071406221
jt8bd68s3x0058327,4816.663678123694
1fmcu9j93eua16224,21288.982253815004
1ftpw14535kd71061,8622.683006390102
1fahp2e8xdg116558,11692.134205749782
2g1125s37e9118023,19380.179656775592
1g1pf5sc7c7163363,6811.7898723492945
1a4gp45rx6b747394,3118.5236997309676
1n4aa5ap1cc825371,17847.92524392963
2hnyd283x7h521678,14290.814280288647
19xfb2f58ce340933,11593.091291403578
knafx4a62e5097564,11065.454328356862
1n4al2ap0cc143963,12712.897603956244
1gndv23148d126716,1696.1976820520158
1fahp3f22cl404855,7513.948227332175
1c3cdzabxdn662896,9086.017837212717
1ftrw14w46kd51159,5297.143322133425
5j6yh28543l040912,3079.934616773069
1j4gb39178l505883,10780.176727885268
1c3cdfaa9dd127666,9378.81290999851
2t1bu4ee7cc903040,10310.7494994533
wbalx5c58cc894438,40766.398902357076
5npeu46f16h024977,3674.1041041394656
1fm5k8gt0dgc29172,34361.478624360985
2g1wd58c579155873,7448.930786054103
wmwsu3c54ct259919,13798.138117876299
1fahp2dw4ag111979,7206.712831503591
3fafp08196r208685,3036.4641644829644
1gnlrfed1as144574,10250.529874166565
5xyktca6xfg561149,20696.766681365996
1d7rv1gt1as193818,11873.146619669082
4t1be32kx2u101774,3020.4968382516054
1ftnf1cf6ekd16461,18976.435992734347
3gcrkte30ag180860,23916.86389056803
1ftfw1et3dke79154,32706.94304252803
5gzcz33d64s833202,3107.4709105797847
1yvgf22c2y5177478,637.7604510719848
5xyztdlb3eg147465,18181.65449516737
wbsbr93413pk04148,8569.154462197253
1gcdm19x04b125683,2118.9861542277104
2c3cdxct7dh512716,21107.04717992455
1gtw7fcaxe1905117,19164.45736760818
1vwat7a36fc039659,14680.936938552222
1gnskke35br198033,23801.42898469913
jm1bl1vf2b1385786,10541.34857532802
jn1by1ar9cm392495,21000.63461977496
1ftfw1ef6dfc51247,27011.362902206092
jm3lw28gxy0105799,872.1364949213894
jhmcg56661c024559,1151.494029880736
3n1ab61e48l715327,5185.758163523225
1ftex1emxcfb41548,23590.42645463493
jt6hf10u9x0054442,1435.1509446332147
yv1cz592251169436,3698.7149261742034
2b3ka43h97h770171,2584.379050770365
wddgf81x78f091791,12893.119666398528
1gtek19t3ye153733,1757.8142518411678
jhlrd78866c032072,8273.949955916918
wdbuf56x28b267270,13488.808514721833
wdbuf56x78b256183,12980.767336437759
1fadp5au9dl502043,14529.821087767883
1g2zj57kx94241812,8025.600661060837
2g1wf52e839112157,1604.787666455055
km8ju3ac9cu373890,14334.807840487269
5xxgn4a76cg054506,14191.492527669061
1fahp3m28cl304083,11013.203105048015
3d4pg1fgxbt526892,10318.77733822721
1n4al2epxcc229548,10862.256093664331
1n4al2ap2bc152047,10670.59294321945
jn8as58v38w402152,10121.832243974051
2g1fc1ed0b9199331,13882.812879551419
1fahp3f29cl289249,6097.1238601934965
1hgcp2f30ca148896,11832.31177771431
2c3cdxbg4eh265385,16637.30312248125
1j8ff28w97d395269,3966.892419547172
jn1cv6ar0bm410780,15945.045893699356
1d7rv1ct2bs599775,18265.00389561148
1gkdt13s982167473,9559.968033601781
1ftpw14v09fa69032,14373.924446843463
4t1bk3ek0bu132293,11149.171883747207
1n4aa5ap4cc815112,16245.793364851734
4t1bf1fk0du278218,14520.152523737419
wbsnb935x6b582206,14723.946595858302
1g1pj5sc9c7118777,5316.010941240762
wdbuf70j46a825266,7753.84462487479
1hgcr2f36ea255948,17127.684721065383
2ctflse52b6370091,15824.972116325209
1hgcp2f31ca228725,11958.835663620212
3fa6p0h79er259414,15153.879351091695
1g6kf57903u139649,2993.523384522714
1ftfw1et8efa14945,39089.06644758968
2fmhk6c87dbd20286,18374.962492902036
knaln4d78e5128197,23240.28725310597
jn8ar07y0xw368826,764.2203666095756
1fadp3f26dl333370,11640.79236671839
3gnec12z16g176792,4428.702988055913
1yvhp80c755m72868,1286.0920240039632
5xxgm4a71cg081020,12334.97901872018
wbawc33599pu83340,13349.257725409974
kmhcn4ac7bu620978,5814.302866508753
1c4njrbb0ed522911,13511.89693795149
3c4pddbg2et250841,16027.055451455632
1gyee637760117838,4622.731026698859
5xxgm4a7xfg417428,16297.890596659228
2d4rn5d15ar107385,6173.423574729732
wbabm5349yjn94826,2514.306571581208
1n4al11d53c111297,2209.683088884878
kmhdh4ae5du794869,11181.177161762866
1c4njdbb8ed842335,8785.240612018335
5npdh4ae9eh455466,8954.37912455092
1vwbn7a30cc047167,15096.10892102947
waudh74f98n054264,11456.331642746096
1fmcu0gxxeuc47008,16084.561124234655
4m2cu87128kj37272,7192.348375123691
waufgafc4en075935,40566.40292601354
jn8as5mv4cw411814,13885.137650394587
1g11a5sa8df252790,11683.844835330725
1ftnf1cf8ekd47422,17231.080968369537
jtehf21a530144759,4620.444123109055
5npdh4ae0eh479350,8069.394405205964
jn1cv6ek0dm920093,28134.663333599394
1fmzk04125ga45827,1119.2565906437758
wddgf4hb4dr255333,23212.08913320938
1gcgg256591137817,2889.8645775899604
jn8as5mv2cw704448,14090.188708232752
1g1pc5sb8d7162580,9531.46342314608
3n1ab7ap0el611078,11498.120641949528
2t1bu4ee7dc985448,12674.122300655856
4s3bp626657304361,9374.87639081744
2g1wt57n791208368,5544.5704493429575
jn1cv6ek6dm921118,26740.13071691621
jthbe262662002782,13842.311065764108
wddhh8jb6da668059,23275.922543411514
jtdktud31ed586817,6628.275858880255
2fmdk4jc4dbb52312,24314.165148530927
2c3cdxbg5ch209291,12195.434927808934
klava69201b290585,2033.1887432899985
2g11x5sl1e9229989,15829.066304538645
3gnfk16z74g222852,4907.3119581381325
1ftfw1ef7dfc23358,28349.57999438313
jtdkn3du0c5430238,12631.04197967276
1n4al3ap8dc295870,14995.171025145308
1fadp3f2xel359939,12458.249378043656
jtdkn3du5d5646717,16171.126550870438
1vwbn7a37ec081478,21368.410367432174
wmwsv3c59bty24967,11627.615721139297
2fmdk3gc5abb13385,7378.487705521442
wbabd33446pm51409,7604.661943772745
1nxbr32ex6z659502,5238.421548388775
wbadx1c56ce570731,41016.63877898322
1ftnf1cf5ekd47278,17747.025485184015
3fahp0jg5cr190138,12798.78944492225
5tdza22c06s510877,8367.807351184154
knafx4a84e5107092,12009.224116387737
1g1zt61896f280148,3205.5163672583512
1ftyr10u17pa21751,2133.203235926936
5n3aa08c14n805517,5023.102189539439
4t1be46k99u304049,6109.843038413518
1b3hb48b07d582325,4501.659994344158
19uua8f26ca014314,17611.214058352038
jtdkn3du0d5703891,17356.252729458207
jtdkb20u273266694,5457.530974131419
4t1bk1fk0cu504445,12823.294363643414
5xxgm4a71cg050124,10955.114912833089
1fadp3k21el296588,12154.664446806855
2c4rdgcg2er304814,16620.11503008179
1vwbp7a32dc114296,12734.312020833238
2gcek13t461188661,18380.88124758286
1fmzu63k33uc66567,3372.5531463735424
2fmhk6c88ebd02929,19083.879017033643
1fmcu9gx0dub16141,11374.793155414765
1ftrx12wx6fa23186,8421.707504986764
1n4al3ap9dc219221,14692.441034782263
sajwa4dc9dmb50159,56722.265312271695
jn1aj0hr6bm854767,28271.19656729093
1gkkvped8cj147832,16293.59001751191
2g1wg5e36d1245023,9536.417419352685
nm0ls7dn1ct083914,9864.880006600797
salsf2d45ca721339,41500.26646448305
1g2nf52e54m693418,2152.2086451065643
wdbrf64j31f065790,1655.9847937679988
wddgf4hb8ca668191,22386.662030220803
5xyzu3lb6dg002815,18797.258510796702
1j4fa44s26p785206,18690.515017749818
1fafp53u27a213608,79.88496364256025
3gnec12087g111103,13658.493887684523
2c4rdgeg5er385790,18944.50218397278
kndjp3a52e7058993,13992.77768705736
1c3lc46k47n604723,2894.97115124375
3ln6l2gk2dr816214,20188.77363933172
jn1cv6el3cm471855,20458.768880172796
1fmcu0d71ckb70672,15974.64868049544
2g61s5s33d9163887,25622.44389860489
wbaev33455kx11662,4974.166611275063
1fadp3f20el210164,12073.444431162507
2g1fc1e33c9114958,14601.67720734556
2d7hb11y43k511162,3064.3158585452184
wausf78k39n050281,12835.26829652324
1c3cdzab5en214504,11203.01641236414
wvwhd7aj0ew000558,22056.875110030647
4t1bf1fk4du247456,11657.065794214426
3fahp0jg1cr295128,10330.191887575184
1c3ccbbb6dn639236,9450.12038139486
1g1pd5sh8c7176253,7269.824215867054
3n1bc13e98l410052,1953.9417254478376
1zvft84n855216983,5284.44670095199
1c3cdzab7en201186,12381.60109066026
2fmdk3jc4cba79550,18514.03505225086
5gzer13768j136695,6293.988368943545
3n1ab6ap4al625991,6557.819363687087
3lnhl2gc3br771640,15054.663330967718
5j6yh28758l000167,11287.69869229134
jthbk1eg3b2435793,18518.365747167874
jt8bf28g2w0106784,1413.4787511797022
1fmjk1j51eef13455,31889.38414085328
1fadp3f25dl253512,10398.109608639741
1fm5k7b83dgb81079,22405.527625599105
2gkalsek7d6116153,17940.056935347464
3gyfndey8bs614186,20577.161856133494
1gchk29u65e175457,10301.294161468002
4s3bmdj63b2230503,15224.038483736826
kmhcm3ac1bu195495,4041.2784231965506
2b3ka33g28h232902,4806.87161243415
2gkflvek8e6326835,18236.36571264923
1n4al3ap9dc262019,11085.827807440946
1ftfx1cv9ake20767,20814.962740776584
3fahp0ja0cr362636,12916.001085799511
1g6dm57n230116022,2671.649980167431
wmwzc3c59ewt00788,22509.25576186455
1fahp2e80dg107478,14013.120380048154
jthbf5c28c5157928,22023.30210284022
1g1pd5sh2c7246166,9604.834173668438
5n3aa08a84n809773,6397.269794194405
kndpbca20d7353359,14064.749490067687
1d7ha18256s550311,6947.88211137814
wdbng75jxya037332,1601.8054802021907
waubgafl2ca077329,34990.11874749178
1c3ccbbb2dn700291,10030.855547271538
1fmcu0e74bkb15288,13846.245567852307
jthbf5c22d5186827,24568.28636184512
1fmcu0g95duc30147,14480.33347876974
3fadp4ej2em145704,6415.192156942362
1g1pc5sb5e7362818,12586.979012363552
2c3cdxbg8ch102610,11141.42457456933
1g2nf52t41m528079,991.0820303082055
3gcukrec1eg464601,31613.829521773227
3fadp0l36cr334885,13542.792411672846
2s3db117976122114,5082.3232904090455
2c3ka63h16h440442,5939.16973602869
1ft7x2b6xceb74477,17308.064168157984
4a3ac84h93e018852,2517.848747104941
wdbjf70j71b243927,1812.787244891846
jnkca31a01t020511,2014.4540549698395
1g1pe5sb9e7331968,14508.79253970762
3n1cn7ap2dl874249,8706.850077621872
3n1ce2cpxel432336,11670.401921687986
wddhf5kb4da734319,31450.062586138036
2t3bfrev5dw028099,15929.467919768551
3gtu2uec7eg250313,28700.140747194106
1gnfk13067r229463,14925.493144231597
3fahp0ja3cr410002,14479.821301694183
1vwbh7a34cc026619,13044.169211729428
jn1cv6ap2bm510197,19374.66188663607
jtedd21a650120039,6146.901943963052
4t1bf1fk7cu110624,15087.94195790769
1j4gl48kx7w651589,6776.757837344833
1fmyu03z35kb30167,5146.133369993595
1ft7w2a61ceb67194,29263.670725445372
1gklrmed4aj117392,11944.34489244055
4t1bf1fkxeu862918,17127.109970955622
wdbwk56f55f041675,19202.64980267205
1n4al2ep4ac188105,10318.012290322571
1j4ga591x7l123246,16245.219682406561
1j4g258s4xc653204,1124.7212129720447
2g2wp582871224032,5754.763630991687
5npeb4ac3bh129453,8976.846636939415
wdbrf92h57f932455,7488.6014591506
1ftfw1ef3cfc32637,22361.977426856545
wbaxh5c52cdw10682,28291.703820572962
1fmeu65886ua37810,5555.376413150604
2fmdk4ak5eba72445,32661.348916528576
2gcek19t441176742,6914.333416437227
1fadp3f27dl358987,9820.005237102161
1ftne2ew0eda20409,19484.032736465113
5npdh4ae0dh276506,11634.31949616673
1gyec63878r177387,20262.10722837902
4t1bf1fk1eu416771,17323.762954112044
1c3ccbab4cn318988,8887.643965669211
wdbuf72x27b074326,8336.185275626429
kmhct4ae2du363948,8557.958975356149
1gcrkse75dz111390,20279.13417729037
5xykt3a1xbg027275,8573.994342852584
1g1je5sbxc4216025,7805.474710091091
1fmeu7ee9aua19112,12427.621247893141
1c4rdhdg9cc121856,24375.438279709284
5n1ar2mm2dc649267,17405.730047274516
jtlze4fe6cj005418,11358.154867176308
1g1yy36u975112390,29151.393682239643
1fmfu205x8la22955,9161.24918127595
1hgcr2f86ea019845,19715.05523314615
3fahp0ha1br192288,8410.50902629086
1b3al46t46n228357,1919.8707008694928
5kbcp3f81ab015084,12464.636909723362
5tfnx4cn3bx007812,12390.545787458697
1n4bl24e08c181246,9162.842075442655
wddlj7db3ca018379,40989.81058188675
3d4pg4fbxat216195,7664.211990068191
5npdh4ae4dh219645,9348.613690923332
1n4al2ap4cn428735,10933.72032723038
1ft7w2b63fea52275,35904.06188378511
1g1jc1247y7192322,1141.0927236689931
1g6aw5sxxe0141727,22546.61440680346
1g1ak18f587171867,3806.5810901468685
1ftne2ew1ddb06925,20218.93482020746
jh4cu2f66cc028296,16400.020269551005
5gakrced2cj158772,22196.738197929146
2c4rc1bg6er348154,20185.20228370353
1j4fx58s6rc334161,656.6049365222607
2hgfb2f53ch325651,10046.451340806194
1c3cdzab6dn529987,9425.02556744581
1hgcp36808a021204,10715.970719478679
1c3cdfbaxdd139730,11205.775815754561
1fmfk16577la18951,9704.068279240397
4a3ab36f18e017770,3200.36851830249
1c3cc5fb8an218285,7422.729774116734
1fmcu0gx0eua86636,15672.215096232962
5lmfu28r64lj05488,6102.521097548615
1fahp3e28cl219906,8925.191136987987
5uxzw0c58cl667218,33243.700185715425
jtjbt20x580150302,17042.90805463327
4t1bf1fk4cu005829,14272.119049112584
1b3cb3ha2ad545649,9106.086373881823
1gyfk66898r171903,24467.908003635246
5n1ar18b78c652044,5283.22708989604
5n1ar2mn3dc642983,22334.60955283063
jf1gg68513h807846,4567.24935454263
wmwzg3c5xbty30690,12041.189812381892
3fadp4ej3em108256,10364.23623665075
1c4sdhet0cc180761,27723.914150454373
1fadp3f25dl203273,11837.168696921015
kndjp3a55f7117651,14851.939558484264
jn8as5mv0bw313331,16043.978488578512
1fahp3h25cl314290,10586.91885233474
5xykt3a6xeg471756,14229.119093135101
3n1ab7ap6dl730901,9712.060003711453
4a3ab36f16e025638,3170.1960539741976
2b3ka53h56h500147,5488.881231611288
1fbss3bl8eda01364,22374.573521694685
5npeb4ac9bh295749,9431.864447025553
2c4rc1bg7er399047,20144.94104882857
jtmzf4dv2a5028180,9046.551157204842
5npec4ab2ch405353,15139.427300126395
jteds41a682041951,10294.3369136634
wbanv1c5xac159111,13287.342003150728
jn1cv6fe6cm200255,25927.568175380635
1fafp34n47w266650,3442.6302714815392
1fahp3fn5bw126234,4068.833920523557
5npdh4ae2dh395299,11328.531536121925
5xxgm4a75eg341972,15641.40804136815
jnkcv51f24m713073,5653.672947667795
4t1bf28b42u202355,2971.7898573473212
knafw6a35b5408002,10104.145973944364
ja4nw51sx3j040371,2710.146790171415
2c3cdxbg5eh197923,17088.47647364489
1fahp3gn6aw115093,5713.804753455485
5tdkk3dc0es472423,21739.16792734686
2g1fb1ed3b9125596,14113.318353491577
1fmju1h54cef02589,26137.465590264008
1n4al11dx6n403293,1932.4943413961537
wdblk65g33t141081,7821.861814749477
5tdkk3dc7es497884,22267.80589756743
3n1ab6ap0cl772697,9470.490719204805
19uua8f23ca031068,18018.57285900926
kmhdh4ae0cu307088,9844.05879025975
wvwrf7aj7cw332105,26220.109730154803
1n4al3ap0dc207460,11459.756551610153
jthfn48y640050905,13178.261509324095
1fmzu72k95za37503,4258.831984147895
4t1bf12b7tu097959,600.8145777552581
1g1zc5e04af205705,7884.372318724865
2c3cdxbgxfh752799,18248.834885514476
1n6ad0er1ac429046,13212.247656302638
1j8hg48k17c690080,11067.285841072833
1hgcp2f64ca121579,12183.710573746981
kndpc3a67b7112458,20182.27428250948
1c4gp54l8vb283321,874.3318215718355
2c3cdxct7eh102676,25527.905983473716
2d4gp44l65r580215,1737.6984448628136
1g1pa5sh8e7198636,12427.925561450622
3c4pddbg3dt606759,12626.306946481292
5gtdn136168108106,6121.086658600184
1g1pg5sc9c7298891,9246.5440061033
1g1ak58f487217390,2756.618550649224
wba3a5g5xfns82827,37947.28153901428
waubfafl4bn003856,19912.158006697893
1gchg35u361184123,2089.265214071236
1g1ad5f58a7169838,7044.86497567077
kndjt2a68d7502908,11868.687070197002
wp0aa2a88cs760087,44407.013325593354
1gkev33738j120712,10839.569393852724
2hnyd2h62ah526777,19478.39745267971
wbayf4c56ed281900,54803.958641262325
1gnskbe03dr259646,27963.216544005165
1fadp3f25dl106428,11320.307234060527
wddhf8jb2ca613662,24833.311818669583
wauafafl5bn046100,17231.698209414124
1fmcu9g93eua86880,16915.690603697527
kmhec4a40ca054723,14221.786945213333
jtmbfrev8ed073486,19340.748925953154
jf1gjac65eh012709,18930.1143770825
jn8az1mw8bw183828,17958.186674213717
5n1ar18b79c617473,12405.17293701159
wddng8gb6aa323185,32971.9734633411
1ftlr4fe7bpa27722,18559.205330434517
1c4rjfag4cc175809,22108.687856140106
1g4hp54k114191280,635.1427519677454
5npdh4ae9eh507582,13253.592548497598
1n4aa5ap3bc861335,16070.34178745249
jtjha31u440044718,10060.961857111854
1g6kd57y16u133389,5256.5612298069245
wddgf4hb1cr234745,21070.264333037878
2c3ja63h15h564477,6364.211547713468
js2yc415885110116,2581.2985636485664
3fahp0ha8br197827,9363.675582170614
jn8az1mu9ew418479,19161.80109230768
2t3zf4dv1bw102103,14173.557701060421
wba3b5g5xens11171,35982.83276929878
2c3ccaag0eh252666,19191.831899059016
3vwfp7at5dm658968,11840.757578818286
1zvbp8em4e5279491,17182.88552964143
jthkd5bhxd2135315,21217.83075119447
1ftpw12v48fa16688,13073.445402527457
jnkcv54e53m225978,7368.953565055485
1g1pg5sb7e7434686,14522.465431863231
5fnyf287x7b018113,11249.959992234068
2c4rc1bg3cr401499,16279.000768652335
1j8ff28w57d396807,2102.3184410718786
1g6dm577680122687,8633.347208191477
1gcshaf48c1131113,9946.962892261938
5npeb4ac2bh232654,7525.877370685473
2g1wg5e36d1215522,9579.38996879582
4s4brbccxe3290670,24337.94039444835
1d4hb58d54f192605,3543.7147044995436
jn8az08t97w529774,12112.590502718109
km8sc13d13u530944,1997.6089579345607
1fahp2ew6bg159497,8167.023135636086
1hgcp2f35ca057350,9661.515590571098
2c3ka43r98h307685,5825.895011649378
1j8ft28w77d251728,5151.794542882504
jn8as5mt8bw190439,14838.87585186633
1ftns2ew0eda09385,19977.394371774357
1fadp3f23fl263801,7907.360023580738
yv1vs29591f645751,1040.9803834208888
kmhgc4dd6cu193600,13287.25459999135
5tdzk3eh4cs064786,25577.55050981737
5xyztdlb1dg054149,17307.44729919629
jthbf5c27b5144375,21632.173276313297
2g1wf5e30d1215129,9204.82553447543
1g1zc5e04cf123198,9801.664930374527
4s2cm57w214303482,1071.7533546520135
1fmcu0gx2fua64588,16531.411655727235
kmhct4aexdu549270,9674.29527657797
3fahp0ja9cr209107,14181.547885405073
2ctflcew2a6295440,13454.48423761317
jthbe1ks9b0051710,26350.51624060228
kmhdh4ae0cu361667,13939.633766104585
3fa6p0h73dr124377,14938.698795946531
3fa6p0h72dr384155,15015.475698711443
jtebt14r730018879,4824.902004052059
3d7ut2clxbg567959,32796.722037602
1fmyu04101ka94540,1474.0623521536763
wvwbw8ah5dv005083,18786.808804520242
jn8as5mt3dw535427,13695.692310780654
kmhdh4ae4du736199,13235.81090286906
1g2jb124217324505,980.801079494533
3fa6p0h75dr176416,15841.659647516217
2ftrx17232ca10159,2519.5308616191014
kmhcn36c17u011363,1765.0180697507476
3fahp0jg9cr265150,9969.927677809445
2gcec19v961111791,8697.503368149197
1d7rb1gp9bs577570,15623.550501452739
2c3ja53g15h631936,4739.94064385602
5xykt4a2xcg301932,12570.524896725861
jthbk1eg4b2433292,18473.622600633003
jn8as1mu8bm711589,28059.871716716094
wvwfa71f77v041807,8959.114618578573
1fmcu02779ka25812,5042.933729317034
1ghdx03e94d155109,1233.8864841149843
5xxgr4a68dg125847,20494.792773611818
3fahp0ha5cr202709,11737.18307459082
6g2er57768l988723,10843.242061021325
2ftrx18w14ca29717,3516.01011024945
1c3bc1fb5bn609772,8069.974416439813
4a4ap3au2ee009868,11920.643341154233
3fahp0ja9cr374199,14034.365840862094
jnkcv51e43m025775,3572.5403348995715
1g1ne52j6y6331323,1191.6605526517142
kmhcn46c77u118116,4369.86514203878
jtdbu4ee4b9159496,5982.1205417709225
wdbsk74f84f075573,23346.66180253752
5n1an08w96c508159,5617.910279700518
jn1az4eh2bm554218,21352.79815262815
wba3b3c55df531663,27764.5798138846
jn1az34e14t052634,6047.014750114638
3vwsg69m01m094549,857.0161778416496
jtezu14r350059685,6757.87548772532
sajwa1gexbmv07984,35512.9254606171
2gkflye39e6309410,23497.471341347427
jh4cu2e66bc002569,14446.181406826803
1ft7w2b69cec60804,19182.71795006468
5npeu4ac1ah610911,9813.449644687558
1vwcs7a33ec045719,20488.27071372266
1j4g258s4xc526307,1260.7592415820964
wddhf8jb9da695925,29522.102551466323
5xykuda14bg018090,15020.87213906426
2t2zk1ba3dc098171,31815.786854674374
4t1bf1fk1cu054454,12788.964132808318
1fmpu16l91lb04850,936.5758688405331
3gcrkse30ag122435,19584.853064722953
3lnhl2gcxar752792,11894.724634068141
2t2hk31u87c023215,9402.511107593571
2g1wf5e35d1261720,9470.75693818944
55swf4kb4fu005032,35869.79224211807
jn1by1ap9dm511792,26193.706631822242
5yfbu4ee4cp015331,11946.680076515044
2hkyf18614h612815,6512.583162259754
knafu4a21d5740443,9285.27334792112
1g6dm57t860170606,6721.722460019389
jthbj46gx82172293,10027.10900079574
jhmfa36278s026630,8912.802793254294
3gyfnae32cs516033,23588.823290937653
5xxgm4a71eg259897,13735.374319158
jn8az1mw8bw181674,17898.94826452623
5tddk3eh5as024904,21149.233117289506
1gnskke70er138913,39380.444793870585
1c4rdjeg3cc130624,25386.190709700153
1g11c5slxef221845,15065.3251109084
jtjbt20x450075751,9455.219672880026
1ft8w3dt7fea88080,39289.031172967734
1fadp3k29dl131869,12070.658294049153
1gccs19z6r8218800,1146.7549659886135
2c4rc1cgxer386632,24890.901997423447
1ftne24l73hb46053,1727.3077083663447
1n4aa5apxbc866354,16207.43573100194
jm1bl1k67b1400917,11779.886015380323
19xfb2f57ce366536,11349.709531129392
3fa6p0h78er307579,14153.995879958016
1n4al3ap7dn438165,12536.747632736782
kmhcu4ae6du469719,11183.096587673237
jthbk1egxc2483213,20848.218405813124
1c3cdzab2dn718720,9517.160743193721
3fadp4ej1cm208031,7822.750890813045
2c3cdxbg0eh258885,18166.46759965071
1gkds13s252114113,7216.6262051912345
1hgcp36729a050213,7716.540567256997
1c4rjfbgxec135994,29978.638195420663
1fadp3k23dl320050,9349.323816300894
1ftfw1ef4bfc98077,25749.484307059767
kndmh4c74c6483357,13431.582797361336
2fmdk39c87bb48086,6976.117953098012
3ln6l2j90er808863,25412.92892394545
sajwa2ge4cmv26361,38630.5351370548
jthbk1eg0c2500438,21973.286199275462
2c3cdxbg8ch159440,14656.18271222976
1n6ad07w39c425997,14123.461279997773
wdbjf65h8xa807745,1923.0808990797013
4a32b3ff6ce018328,9273.89050080831
2ctalsec0b6406871,7065.633520678891
1gnskbe00dr215734,28185.399014540882
1j4gr48k75c654530,5215.784811420544
1c4njdbb9cd603373,12212.609192124106
1n6bd06t27c442041,6283.999888259306
kl1td5de5ab080218,5506.72108260578
wddng7db1da502480,54692.32212804827
1vwap7a31ec011271,10403.16433524545
1gyee637770124208,6970.892438191348
5n1an08u19c503332,12362.754832039747
jtdkn3du7a0033278,13746.513933372193
2c3ccaag7eh203626,22411.15884875811
1n4al2ap0cn480458,13118.736642685499
jm1bl1u60b1391605,9281.14884298972
2c3la43r47h877242,4211.26085576144
yv1cz911551139471,4408.094984122095
1j4ba5h17al158300,21553.31764721752
